fund_code,fund_short_name,first_ann,last_ann,n_ann,types,organ_name,est_delist_date,is_onsite
008061,惠升惠新混合,2023-09-22,2023-09-27,2,基金合同终止公告/清算报告,惠升,2023-09-22,False
008073,招商中债-1-3年高等级央企主题债券指数,2020-11-07,2020-11-25,2,基金合同终止公告/清算报告,招商,2020-11-07,False
008078,农银区间精选混合,2021-05-26,2021-10-27,2,基金合同终止公告/清算报告,农银汇理,2021-05-26,False
008093,同泰慧选混合,2022-12-19,2023-01-19,2,基金合同终止公告/清算报告,同泰,2022-12-19,False
008100,广发湾创100ETF联接,2021-03-24,2021-03-24,1,基金合同终止公告,广发,2021-03-24,False
008112,中泰中证500指数增强,2026-07-17,2026-08-27,2,基金合同终止公告/清算报告,中泰资管,2026-07-17,False
008118,嘉实民企精选一年定期债券,2022-01-14,2022-04-19,2,基金合同终止公告/清算报告,嘉实,2022-01-14,False
008135,华宸未来价值先锋,2026-02-04,2026-02-04,1,清算报告,华宸未来,2026-02-04,False
008156,中金中债1-3年政金债指数,2022-03-24,2022-04-20,2,基金合同终止公告/清算报告,中金,2022-03-24,False
008199,华夏粤港澳大湾区创新100ETF联接,2023-05-05,2023-05-29,3,基金清算公告/清算报告,华夏,2023-05-05,False
008202,中银恒裕9个月持有期债券,2022-12-08,2023-01-16,2,基金合同终止公告/清算报告,中银,2022-12-08,False
008230,九泰天辰量化新动力,2022-01-18,2022-01-18,2,基金清算公告/清算报告,九泰,2022-01-18,False
008236,招商深证100ETF联接,2023-04-15,2023-04-15,1,清算报告,招商,2023-04-15,False
008249,工银深证100ETF联接,2022-06-16,2022-06-16,1,清算报告,工银瑞信,2022-06-16,False
008300,人保量化锐进混合,2023-12-26,2024-01-11,2,基金合同终止公告/清算报告,人保资产,2023-12-26,False
008306,方正富邦天璇混合,2024-12-23,2024-12-23,2,基金合同终止公告/清算报告,方正富邦,2024-12-23,False
008309,长城泰丰债券,2021-03-25,2021-04-28,3,基金合同终止公告/清算报告,长城,2021-03-25,False
008324,宝盈祥利稳健配置混合,2025-09-04,2025-09-20,3,基金合同终止公告/基金清算公告/清算报告,宝盈,2025-09-04,False
008342,九泰科鑫策略精选混合 ,2022-03-23,2022-03-23,2,基金清算公告/清算报告,九泰,2022-03-23,False
008350,富国中债1-5年国开行债券指数,2021-09-30,2021-09-30,1,清算报告,富国,2021-09-30,False
008357,华安全球精选债,2021-07-27,2021-08-04,2,基金合同终止公告/清算报告,华安,2021-07-27,False
008360,鹏扬淳选一年定开债券,2021-10-14,2021-12-28,3,基金合同终止公告/基金清算公告/清算报告,鹏扬,2021-10-14,False
008364,广发中债3-5年政金债指数,2021-10-15,2021-12-27,2,基金合同终止公告/清算报告,广发,2021-10-15,False
008379,海富通中债3-5年国开债,2021-07-19,2021-07-20,2,基金清算公告/清算报告,海富通,2021-07-19,False
008386,前海联合泓旭1年定开债券,2022-02-28,2022-02-28,1,清算报告,前海联合,2022-02-28,False
008402,中泰中证可转债及可交债指数,2021-07-27,2021-09-08,2,基金合同终止公告/清算报告,中泰资管,2021-07-27,False
008407,恒生前海恒生沪深港通细分行业龙头指数,2023-11-16,2023-11-16,2,基金合同终止公告/清算报告,恒生前海,2023-11-16,False
008410,长盛价值发现,2021-01-21,2021-02-05,2,基金合同终止公告/清算报告,长盛,2021-01-21,False
008422,国联研发创新混合,2025-12-19,2026-02-09,2,基金合同终止公告/清算报告,国联,2025-12-19,False
008433,凯石岐短债,2026-07-16,2026-07-16,1,清算报告,凯石,2026-07-16,False
008435,长信中证转债及可交换债50指数,2022-04-11,2022-05-10,2,基金清算公告/清算报告,长信,2022-04-11,False
008437,九泰行业优选混合,2022-06-09,2022-06-09,2,基金清算公告/清算报告,九泰,2022-06-09,False
008441,九泰科新优享混合,2021-12-24,2021-12-24,2,基金清算公告/清算报告,九泰,2021-12-24,False
008443,九泰动态策略混合,2022-12-28,2022-12-28,2,基金清算公告/清算报告,九泰,2022-12-28,False
008454,中信保诚中债1-3年国开行,2022-09-13,2022-09-13,2,基金合同终止公告/清算报告,中信保诚,2022-09-13,False
008458,招商安锦债券,2020-12-08,2020-12-25,2,基金合同终止公告/清算报告,招商,2020-12-08,False
008461,平安盈丰积极配置三个月持有期混合(FOF),2022-12-28,2023-01-31,2,基金合同终止公告/清算报告,平安,2022-12-28,False
008473,招商招阳纯债,2021-10-15,2021-10-15,1,清算报告,招商,2021-10-15,False
008479,景顺长城泰申回报混合,2023-07-27,2023-08-17,2,基金合同终止公告/清算报告,景顺长城,2023-07-27,False
008518,弘毅远方经济新动力混合,2023-01-03,2023-01-17,2,基金合同终止公告/清算报告,弘毅远方,2023-01-03,False
008522,富荣富合一年定开债,2023-03-20,2023-03-20,2,清算报告,富荣,2023-03-20,False
008526,华泰柏瑞行业精选混合,2024-08-31,2024-09-26,2,基金合同终止公告/清算报告,华泰柏瑞,2024-08-31,False
008533,惠升惠兴混合,2023-03-09,2023-03-15,2,基金合同终止公告/清算报告,惠升,2023-03-09,False
008541,西部利得新享混合,2026-04-07,2026-04-07,1,清算报告,西部利得,2026-04-07,False
008543,西部利得新瑞混合,2022-09-24,2022-09-24,1,清算报告,西部利得,2022-09-24,False
008563,银河臻优稳健配置混合,2025-11-25,2025-11-25,1,清算报告,银河,2025-11-25,False
008573,融通通远三个月定开债券,2021-07-14,2021-07-14,1,清算报告,融通,2021-07-14,False
008580,九泰久嘉纯债3个月,2022-03-12,2022-03-12,2,基金清算公告/清算报告,九泰,2022-03-12,False
008598,宝盈中债1-3年国开行债券指数,2022-07-15,2022-07-15,2,基金合同终止公告/清算报告,宝盈,2022-07-15,False
008600,大成景和债券,2021-05-06,2021-05-18,2,基金合同终止公告/清算报告,大成,2021-05-06,False
008610,海富通添鑫收益债券,2024-08-28,2024-08-28,2,基金清算公告/清算报告,海富通,2024-08-28,False
008622,鹏华股息龙头ETF联接,2022-01-07,2022-01-26,2,基金合同终止公告/清算报告,鹏华,2022-01-07,False
008658,农银中证国债政金债1-5年指数,2022-05-14,2022-07-16,2,基金清算公告/清算报告,农银汇理,2022-05-14,False
008672,宝盈祥泽混合,2024-08-30,2024-08-30,2,基金合同终止公告/清算报告,宝盈,2024-08-30,False
008679,长盛中债1-3年政金债,2021-10-30,2021-11-17,2,基金合同终止公告/清算报告,长盛,2021-10-30,False
008698,前海联合泳嘉纯债,2022-08-24,2022-08-24,1,清算报告,前海联合,2022-08-24,False
008709,银河龙头股票,2023-08-07,2023-09-08,2,基金合同终止公告/清算报告,银河,2023-08-07,False
008710,宝盈盈顺纯债债券,2022-02-10,2022-03-01,3,基金合同终止公告/清算报告,宝盈,2022-02-10,False
008740,国寿安保尊盛双债债券,2022-11-01,2022-11-01,1,清算报告,国寿安保,2022-11-01,False
008743,南方集利18个月持有债券,2025-06-03,2025-07-12,3,基金合同终止公告/清算报告,南方,2025-06-03,False
008753,大成兴享平衡养老三年持有混合（FOF）,2023-06-20,2023-07-14,2,基金合同终止公告/清算报告,大成,2023-06-20,False
008768,创金合信上证超大盘量化,2022-12-28,2023-02-09,2,基金合同终止公告/清算报告,创金合信,2022-12-28,False
008773,中银景泰回报混合,2025-12-03,2026-02-03,2,基金合同终止公告/清算报告,中银,2025-12-03,False
008787,融通中债1-3年国开行债券指数,2022-06-14,2022-06-22,2,基金清算公告/清算报告,融通,2022-06-14,False
008789,海富通中债1-3年国开债,2021-09-27,2021-09-27,1,清算报告,海富通,2021-09-27,False
008813,招商中债-1-3年国开债,2022-01-19,2022-02-10,2,基金合同终止公告/清算报告,招商,2022-01-19,False
008815,红塔红土盛平中短债债券,2021-09-28,2021-09-29,2,基金合同终止公告/清算报告,红塔红土,2021-09-28,False
008822,景顺长城中债1-3年国开行债券指数,2024-03-30,2024-04-18,3,基金合同终止公告/基金清算公告/清算报告,景顺长城,2024-03-30,False
008824,民生加银瑞鑫一年定开债券发起式,2021-10-14,2021-11-12,2,基金合同终止公告/清算报告,民生加银,2021-10-14,False
008832,海富通中证长三角领先ETF联接,2023-05-05,2023-05-05,1,基金清算公告,海富通,2023-05-05,False
008837,融通通益混合,2023-04-29,2023-05-16,2,基金合同终止公告/清算报告,融通,2023-04-29,False
008848,国联智选对冲3个月定开混合,2026-02-12,2026-02-12,1,清算报告,国联,2026-02-12,False
008852,人保鑫选双债,2021-06-26,2021-06-26,1,清算报告,人保资产,2021-06-26,False
008859,人保安和定开,2026-02-11,2026-02-11,1,清算报告,人保资产,2026-02-11,False
008878,国联安新蓝筹红利一年定开混合,2025-03-28,2025-03-28,1,清算报告,国联安,2025-03-28,False
008879,国联安中债1-3年政金债指数,2023-03-28,2023-03-28,1,清算报告,国联安,2023-03-28,False
008884,博远博锐混合,2023-07-10,2023-08-10,2,基金合同终止公告/清算报告,博远,2023-07-10,False
008890,中邮价值优选一年定期开放灵活配置混合,2023-09-11,2023-10-19,2,基金合同终止公告/清算报告,中邮创业,2023-09-11,False
008909,创金合信鑫益混合,2022-08-30,2022-08-30,1,清算报告,创金合信,2022-08-30,False
008930,中加安瑞平衡养老三年,2023-08-28,2023-10-18,2,基金合同终止公告/清算报告,中加,2023-08-28,False
008931,中加安瑞积极养老五年持有混合发起（FOF）,2025-12-29,2026-03-25,3,基金合同终止公告/清算报告,中加,2025-12-29,False
008939,华泰紫金月月购3月滚动债,2024-07-30,2024-07-30,1,基金合同终止公告,华泰资管,2024-07-30,False
008941,华泰紫金周周购3月滚动债,2024-09-28,2024-09-28,1,基金合同终止公告,华泰资管,2024-09-28,False
008952,中信建投桂企债,2023-10-12,2023-10-12,1,清算报告,中信建投,2023-10-12,False
008991,申万菱信安鑫慧选混合,2023-06-30,2023-06-30,1,清算报告,申万菱信,2023-06-30,False
008995,中银证券安沛债券,2026-08-31,2026-08-31,1,清算报告,中银国际证券,2026-08-31,False
009026,中银高质量发展机遇混合,2026-09-01,2026-09-01,1,基金合同终止公告,中银,2026-09-01,False
009027,浦银安盛安远回报一年持有期混合,2024-12-27,2024-12-27,1,清算报告,浦银基金,2024-12-27,False
009039,九泰久远量化驱动,2021-12-15,2021-12-15,2,基金清算公告/清算报告,九泰,2021-12-15,False
009044,浦银安盛盛毅一年定开债券,2023-03-08,2023-04-28,2,基金合同终止公告/清算报告,浦银基金,2023-03-08,False
009071,德邦安鑫混合,2022-12-06,2022-12-06,1,清算报告,德邦,2022-12-06,False
009073,德邦惠利混合,2023-10-23,2023-11-10,2,清算报告,德邦,2023-10-23,False
009079,南方粤港澳大湾区创新100ETF发起联接,2023-03-27,2023-05-17,3,基金合同终止公告/基金清算公告/清算报告,南方,2023-03-27,False
009084,申万菱信安泰鑫利纯债一年定期开放债券型发起式,2024-08-27,2024-12-30,2,基金清算公告/清算报告,申万菱信,2024-08-27,False
009096,鹏华安泽混合,2026-07-21,2026-09-17,2,基金合同终止公告/清算报告,鹏华,2026-07-21,False
009111,博远双债增利混合,2025-01-22,2025-01-22,1,清算报告,博远,2025-01-22,False
009113,浙商汇金卓越优选3个月,2024-03-08,2024-03-08,1,清算报告,浙商资管,2024-03-08,False
009122,湘财久丰3个月定开债券型,2021-11-30,2021-11-30,1,清算报告,湘财,2021-11-30,False
009140,永赢竞争力精选混合,2023-04-24,2023-05-17,2,基金合同终止公告/清算报告,永赢,2023-04-24,False
009144,博时荣升稳健添利混合,2025-03-13,2025-03-13,2,基金合同终止公告/清算报告,博时,2025-03-13,False
009146,新华精选成长主题3个月持有期混合（FOF）,2024-06-27,2024-06-27,1,清算报告,新华,2024-06-27,False
009158,中金衡利1年,2021-06-30,2021-08-06,2,基金合同终止公告/清算报告,中金,2021-06-30,False
009161,摩根锦程积极养老五年持有混合(FOF),2023-04-30,2023-06-14,2,基金合同终止公告/清算报告,摩根,2023-04-30,False
009173,招商湖北省主题债券,2021-04-16,2021-04-16,1,清算报告,招商,2021-04-16,False
009175,浙商中债1-5年政金债,2023-08-04,2023-08-04,1,清算报告,浙商,2023-08-04,False
009185,农银永乐3月持有（FOF）,2022-12-06,2023-03-20,2,基金清算公告/清算报告,农银汇理,2022-12-06,False
009186,天弘聚新三个月定开,2023-01-06,2023-01-06,1,基金合同终止公告,天弘,2023-01-06,False
009191,中信保诚景裕中短债,2022-10-19,2022-10-19,2,基金合同终止公告/清算报告,中信保诚,2022-10-19,False
009194,宏利中证绩优指数基金 ,2023-07-19,2023-07-19,1,清算报告,宏利,2023-07-19,False
009200,华安金享混合,2023-11-28,2023-12-09,2,基金合同终止公告/清算报告,华安,2023-11-28,False
009209,长信稳利一年持有混合（FOF）,2023-11-02,2023-11-02,1,基金清算公告,长信,2023-11-02,False
009221,大成彭博巴克莱政策性银行债券3-5年指数,2021-04-16,2021-04-16,1,清算报告,大成,2021-04-16,False
009259,安信信用主体50债券指数,2021-07-06,2021-07-06,1,基金合同终止公告,安信,2021-07-06,False
009262,民生加银中债1-5年政金债指数,2022-08-12,2022-08-12,1,清算报告,民生加银,2022-08-12,False
009280,长信中债1-3年政金债指数,2022-03-25,2022-05-10,2,基金清算公告/清算报告,长信,2022-03-25,False
009282,宝盈盈辉纯债,2022-01-26,2022-02-22,3,基金合同终止公告/清算报告,宝盈,2022-01-26,False
009320,中信保诚中债1-3年农发行,2022-10-31,2022-10-31,2,基金合同终止公告/清算报告,中信保诚,2022-10-31,False
009323,博时富通一年定开债发起式,2025-10-23,2025-10-23,2,基金合同终止公告/清算报告,博时,2025-10-23,False
009351,南方誉丰18个月持有期混合,2025-03-21,2025-04-18,3,基金合同终止公告/清算报告,南方,2025-03-21,False
009374,浦银安盛MSCI中国A股ETF联接,2025-04-03,2025-04-03,1,清算报告,浦银基金,2025-04-03,False
009384,大摩MSCI中国A股增强,2023-04-12,2023-05-17,2,基金合同终止公告/清算报告,摩根士丹利,2023-04-12,False
009389,天弘智荟6个月,2021-10-26,2021-12-02,2,基金合同终止公告/基金清算公告,天弘,2021-10-26,False
009409,华安添福18个月混合,2024-08-29,2024-08-29,1,清算报告,华安,2024-08-29,False
009426,鹏扬景惠六个月混合,2026-07-18,2026-08-06,2,基金合同终止公告/清算报告,鹏扬,2026-07-18,False
009432,德邦科技创新一年定开混合,2026-04-24,2026-04-24,1,清算报告,德邦,2026-04-24,False
009434,淳厚稳嘉债券,2025-02-26,2025-02-26,1,清算报告,淳厚,2025-02-26,False
009436,长城恒泰养老2040三年混合FOF,2023-10-28,2023-11-24,3,基金合同终止公告/清算报告,长城,2023-10-28,False
009442,中银养老目标日期2040 ,2023-11-10,2023-12-25,3,基金清算公告/清算报告,中银,2023-11-10,False
009445,华夏上清所1-3年高等级国企中票,2022-07-05,2022-07-05,1,清算报告,华夏,2022-07-05,False
009454,创金合信汇融一年定开混合,2021-11-29,2022-01-15,2,清算报告,创金合信,2021-11-29,False
009470,东方欣利混合,2022-07-13,2022-08-23,2,基金合同终止公告/清算报告,东方,2022-07-13,False
009479,中银中证100ETF联接基金,2023-12-22,2024-02-19,2,基金清算公告/清算报告,中银,2023-12-22,False
009481,国泰宏益一年持有期混合,2024-07-11,2024-07-31,2,基金合同终止公告/清算报告,国泰,2024-07-11,False
009493,大成尊享18个月持有混合发起式,2025-12-09,2025-12-09,1,清算报告,大成,2025-12-09,False
009502,国寿安保创新医药股票,2022-11-04,2022-11-04,3,基金合同终止公告/基金清算公告/清算报告,国寿安保,2022-11-04,False
009513,创金合信同顺创业板精选股票,2023-06-30,2023-07-15,2,基金合同终止公告/清算报告,创金合信,2023-06-30,False
009528,建信中债湖北省政府债指数,2023-06-17,2023-07-20,2,基金合同终止公告/清算报告,建信,2023-06-17,False
009545,博时鑫荣稳健混合,2024-10-11,2024-10-11,2,基金合同终止公告/清算报告,博时,2024-10-11,False
009547,华安鼎利混合,2021-06-05,2021-09-28,2,基金合同终止公告/清算报告,华安,2021-06-05,False
009554,建信中债1-3年农发行债券指数,2023-06-22,2023-06-22,1,清算报告,建信,2023-06-22,False
009561,博时富盛一年定开债发起式,2026-02-12,2026-02-12,2,基金合同终止公告/清算报告,博时,2026-02-12,False
009574,德邦安益6个月持有期混合,2022-12-05,2022-12-05,1,清算报告,德邦,2022-12-05,False
009595,山西证券裕桓一年持有,2024-08-27,2024-08-27,1,清算报告,山西证券,2024-08-27,False
009626,浦银安盛养老2040三年持有混合（FOF）,2023-12-19,2024-01-25,2,基金合同终止公告/清算报告,浦银基金,2023-12-19,False
009627,天弘睿新三个月定开,2023-02-13,2023-02-13,2,基金合同终止公告/清算报告,天弘,2023-02-13,False
009638,华泰紫金周周购12个月滚动债发起,2024-08-28,2024-08-28,1,基金合同终止公告,华泰资管,2024-08-28,False
009675,国联融慧双欣一年定开债券,2025-09-13,2025-11-13,2,基金合同终止公告/清算报告,国联,2025-09-13,False
